2.19434e-05	2.16514e-05	2.08411e-05	1.96259e-05	1.79666e-05	1.55367e-05	1.19812e-05	7.50647e-06	2.87992e-06	1.82087e-17	
2.24546e-05	2.23513e-05	2.20909e-05	2.17198e-05	2.10034e-05	1.91851e-05	1.54434e-05	9.97543e-06	3.90987e-06	2.50697e-17	
2.35475e-05	2.3723e-05	2.42913e-05	2.52243e-05	2.59423e-05	2.48824e-05	2.05581e-05	1.34624e-05	5.33135e-06	3.42447e-17	
2.67872e-05	2.6926e-05	2.73184e-05	2.76989e-05	2.70918e-05	2.39815e-05	1.81626e-05	1.1181e-05	4.297e-06	2.74492e-17	
3.64629e-05	3.68544e-05	3.79036e-05	3.8888e-05	3.78686e-05	3.27918e-05	2.43962e-05	1.50113e-05	5.81337e-06	3.71973e-17	
0.000142937	0.000143858	0.000145238	0.000142073	0.000126818	9.85296e-05	6.66666e-05	3.84097e-05	1.43228e-05	9.07082e-17	
0.000382062	0.000383578	0.000382753	0.000363455	0.000309956	0.000231528	0.000154042	8.86838e-05	3.31865e-05	2.10612e-16	
0.000988691	0.000985179	0.000958693	0.000871075	0.000706858	0.000511274	0.000337252	0.000194973	7.34037e-05	4.67708e-16	
0.00347974	0.00343378	0.00324469	0.00282268	0.00220204	0.0015629	0.00103068	0.000600301	0.000227556	1.44877e-15	
0.0115783	0.011311	0.0103948	0.00873186	0.00664684	0.00469331	0.0031211	0.00183988	0.000703858	4.51888e-15	
 0.02334	0.0226005	0.0203071	0.0166545	0.0125318	0.00888395	0.0059831	0.00357456	0.00138028	8.81943e-15	
0.0290395	 0.02793	0.0247029	0.0199882	0.015014	0.0107485	0.00734744	0.00445069	0.00173438	1.11473e-14	
0.0265956	0.0254662	0.0223177	0.0179694	0.0135664	0.00984211	0.00683558	0.0041975	0.00165007	1.06281e-14	
0.0221692	0.0211793	0.018494	0.0149131	0.0113682	0.00837432	0.00591093	0.00367793	0.00145775	9.46377e-15	
0.019099	0.0182347	0.0159297	0.0129189	0.00996863	0.00746145	0.00535006	0.00337043	0.00134597	8.74288e-15	
0.0176108	0.0168246	0.0147486	0.0120652	0.00944031	0.00718272	0.00523004	0.00333383	0.00134069	8.64979e-15	
0.0167234	0.0159999	0.0140993	0.0116527	0.00925049	0.00715237	0.00528465	0.00340563	0.00137826	8.97816e-15	
0.0153071	0.0146743	0.0130151	0.0108783	0.00876461	0.0068845	0.00515834	0.00335828	0.00136695	8.90352e-15	
0.0131141	0.0126031	0.0112627	0.00953019	0.00779813	0.00622421	0.00472883	0.00310931	0.00127255	8.30837e-15	
0.0108782	0.0104856	0.00945367	0.00811115	0.00675017	0.00548099	0.00422558	0.0028071	0.00115527	7.57484e-15	
0.00928299	0.00898074	0.00818313	0.00713587	0.00605477	0.0050125	0.00392798	0.00263908	0.00109272	7.14736e-15	
0.00840959	0.00817004	0.00753456	0.00668998	0.00579749	0.00489952	0.0039051	0.00265382	0.00110535	7.26225e-15	
0.00808475	0.00788777	0.00736218	0.00665412	0.00588542	0.00507215	0.00410661	0.00281934	0.00118022	7.72889e-15	
0.00794334	0.00777909	0.00733836	0.0067365	0.006064	0.0053129	0.00435669	0.00301437	0.00126625	8.315e-15	
0.00770733	0.00757158	0.00720554	0.00669924	0.00611666	0.00542906	0.0044947	0.00312624	0.00131571	8.62813e-15	
0.00726008	0.00715091	0.00685527	0.00644131	0.00595023	0.0053367	0.00445038	0.00310605	0.00130816	8.59686e-15	
0.00660481	0.00651996	0.00628933	0.00596237	0.00556148	0.00503003	0.00421714	0.00294883	0.00124163	8.15885e-15	
0.00587945	0.00581557	0.00564132	0.00539084	0.00507164	0.00461995	0.00388939	0.00272203	0.00114511	7.53578e-15	
0.00529917	0.00525116	0.00511975	0.00492776	0.00467144	0.00428147	0.00361561	0.0025304	0.00106295	6.97837e-15	
0.00483361	0.00479786	0.00469955	0.00455287	0.00434519	0.0040027	0.00338702	0.00236821	0.000992807	6.51678e-15	
0.00446559	0.00443935	0.00436676	0.00425518	0.00408481	0.00377792	0.00319968	0.00223305	0.000933712	6.09055e-15	
0.00415359	0.00413506	0.00408339	0.0040005	0.00386056	0.00358245	0.00303479	0.0021129	0.000880941	5.76457e-15	
0.00386207	0.0038501	0.00381626	0.00375795	0.00364428	0.00339148	0.00287223	0.00199421	0.000828939	5.41208e-15	
0.00355824	0.00355188	0.00353342	0.00349653	0.00340639	0.00317801	0.00268964	0.0018618	0.000771509	5.02601e-15	
0.00323301	0.00323243	0.00323002	0.00321624	0.00315282	0.0029536	0.00250178	0.00172875	0.000714821	4.66017e-15	
0.00295488	0.00296122	0.00297833	0.00299342	0.00296364	0.00279844	0.00238041	0.00164654	0.00068061	4.42368e-15	
0.00274326	0.00275904	0.00280316	0.00285886	0.002876	0.00275336	0.00236375	0.00164291	0.00068054	4.43782e-15	
